machine_id,temp,vibration,pressure,failure
SIM2097,83.32,0.417,35.6,0
SIM2098,61.54,0.03,27.18,0
SIM2099,48.49,0.662,28.28,0
SIM2100,92.07,0.41,25.51,0
SIM2101,75.34,0.074,28.07,0
SIM2102,49.71,0.949,43.82,0
SIM2103,62.72,0.135,30.23,0
SIM2104,82.03,0.851,38.03,0
SIM2105,68.36,0.342,29.56,0
SIM2106,65.34,1.125,39.94,0
SIM2107,90.21,0.835,28.33,0
SIM2108,58.39,0.237,35.25,0
SIM2109,61.62,0.268,35.34,0
SIM2110,74.75,0.786,50.13,0
SIM2111,77.08,0.491,39.1,0
SIM2112,78.45,0.522,31.15,0
SIM2113,83.85,1.013,39.45,0
SIM2114,74.58,0.325,48.9,0
SIM2115,78.36,0.611,24.41,0
SIM2116,68.63,0.905,29.52,0
SIM2117,72.82,0.855,33.46,0
SIM2118,73.4,0.526,32.29,0
SIM2119,74.8,0.482,32.84,0
SIM2120,82.04,0.03,26.52,0
SIM2121,79.22,0.221,44.13,0
SIM2122,72.57,0.688,25.75,0
SIM2123,61.48,0.533,33.7,0
SIM2124,72.88,0.605,41.8,0
SIM2125,71.64,0.933,34.8,0
SIM2126,74.51,0.176,28.63,0
SIM2127,100.68,0.5,26.23,0
SIM2128,65.19,0.644,33.51,0
SIM2129,77.49,0.341,30.08,0
SIM2130,85.89,1.067,36.33,1
SIM2131,73.27,0.889,25.89,0
SIM2132,102.39,0.679,40.28,1
SIM2133,67.09,1.19,35.75,0
SIM2134,76.21,0.07,36.23,0
SIM2135,61.62,0.577,44.37,0
SIM2136,67.43,0.705,32.15,0
SIM2137,75.24,0.269,30.28,0
SIM2138,83.0,0.682,31.44,0
SIM2139,76.15,0.204,33.75,0
SIM2140,88.37,0.815,34.41,0
SIM2141,70.77,0.94,29.6,0
SIM2142,67.68,0.673,21.85,0
SIM2143,107.15,0.03,31.35,0
SIM2144,77.13,0.251,37.34,0
SIM2145,62.65,0.772,35.89,0
SIM2146,62.97,0.587,42.8,0
SIM2147,59.75,0.03,47.71,0
SIM2148,84.18,1.003,39.94,0
SIM2149,67.26,0.626,43.99,0
SIM2150,73.66,0.302,39.98,0
SIM2151,71.17,0.918,46.11,0
SIM2152,81.51,0.35,47.03,0
SIM2153,60.99,0.346,41.18,0
SIM2154,58.02,0.702,39.59,0
SIM2155,74.92,1.186,33.67,0
SIM2156,79.81,1.132,34.73,0
SIM2157,76.32,0.702,32.8,0
SIM2158,61.48,0.737,39.04,0
SIM2159,80.81,0.849,30.32,0
SIM2160,62.33,0.153,33.76,0
SIM2161,65.22,0.799,19.69,0
SIM2162,59.73,0.33,46.2,0
SIM2163,88.92,0.688,33.57,0
SIM2164,80.23,0.503,37.96,0
SIM2165,79.86,0.75,44.48,0
SIM2166,88.21,0.62,36.95,0
SIM2167,108.56,0.03,44.39,0
SIM2168,49.78,0.641,26.93,0
SIM2169,62.4,0.798,50.58,0
SIM2170,63.99,0.732,42.07,0
SIM2171,60.94,0.545,36.36,0
SIM2172,57.99,1.138,44.26,0
SIM2173,68.1,0.686,27.4,0
SIM2174,56.18,0.729,33.12,0
SIM2175,76.36,0.935,44.39,0
SIM2176,72.67,0.703,22.86,0
SIM2177,78.25,0.275,38.64,0
SIM2178,78.6,0.03,38.46,0
SIM2179,79.84,0.418,47.8,0
SIM2180,67.15,0.839,24.71,0
SIM2181,99.57,0.46,45.46,0
SIM2182,75.05,0.852,31.36,0
SIM2183,47.79,0.631,32.09,0
SIM2184,58.97,1.018,27.06,0
SIM2185,49.37,0.48,27.93,0
SIM2186,72.23,0.739,37.62,0
SIM2187,70.42,0.752,27.77,0
SIM2188,65.91,1.091,39.81,0
SIM2189,98.14,0.03,30.69,0
SIM2190,79.14,0.424,27.12,0
SIM2191,81.44,0.868,31.57,1
SIM2192,59.9,1.106,37.19,0
SIM2193,59.01,0.662,33.2,0
SIM2194,72.48,0.48,35.22,0
SIM2195,74.25,0.837,39.53,0
SIM2196,47.87,0.875,42.04,0
SIM2197,69.66,0.458,32.98,0
SIM2198,72.18,0.692,28.21,0
SIM2199,69.2,0.981,35.49,0
SIM2200,61.43,1.223,38.06,0
SIM2201,64.99,0.832,25.51,0
SIM2202,69.7,0.595,29.21,0
SIM2203,73.18,0.562,30.33,0
SIM2204,79.86,0.77,33.65,1
SIM2205,86.05,0.541,30.05,0
SIM2206,68.17,0.644,39.6,0
SIM2207,66.07,0.22,24.57,0
SIM2208,77.69,1.021,24.73,0
SIM2209,79.94,0.192,32.83,0
SIM2210,66.36,0.433,33.86,0
SIM2211,82.28,0.613,25.54,0
SIM2212,84.73,1.257,31.06,1
SIM2213,88.79,0.436,32.39,0
SIM2214,95.12,0.354,32.44,0
SIM2215,60.74,0.393,35.99,0
SIM2216,72.18,1.144,30.7,0
SIM2217,72.15,0.03,44.61,0
SIM2218,70.73,0.239,38.17,0
SIM2219,63.56,1.509,29.75,0
SIM2220,52.69,0.781,35.61,0
SIM2221,73.2,0.204,35.81,0
SIM2222,62.01,0.566,42.9,0
SIM2223,73.12,0.603,31.1,0
SIM2224,61.68,0.868,39.99,0
SIM2225,57.7,1.205,35.27,0
SIM2226,75.05,0.712,44.7,0
SIM2227,73.96,0.396,43.39,0
SIM2228,79.53,0.848,36.28,0
SIM2229,100.42,0.343,33.3,0
SIM2230,75.6,0.229,38.29,0
SIM2231,78.31,0.03,33.83,0
SIM2232,57.99,0.048,45.92,0
SIM2233,55.27,0.275,35.51,0
SIM2234,92.58,0.18,32.36,0
SIM2235,59.99,0.687,32.01,0
SIM2236,58.43,0.172,27.12,0
SIM2237,71.49,0.03,38.62,0
SIM2238,70.83,0.225,29.67,0
SIM2239,60.27,0.42,42.14,1
SIM2240,68.04,0.374,26.6,0
SIM2241,87.98,1.097,35.83,0
SIM2242,61.52,0.371,42.48,0
SIM2243,53.88,0.88,21.01,0
SIM2244,84.25,0.574,48.12,0
SIM2245,78.4,0.566,32.24,0
SIM2246,63.93,0.296,35.92,0
SIM2247,51.43,0.56,38.71,0
SIM2248,62.32,0.32,39.72,0
SIM2249,71.29,0.638,36.78,0
SIM2250,87.15,0.5,41.48,0
SIM2251,58.52,0.259,38.37,0
SIM2252,70.9,0.917,46.45,0
SIM2253,80.78,0.725,38.4,0
SIM2254,41.04,0.428,47.77,0
SIM2255,85.44,0.629,40.86,0
SIM2256,56.63,0.552,23.26,0
SIM2257,76.32,0.285,51.97,0
SIM2258,75.21,0.604,31.27,1
SIM2259,86.1,0.369,44.72,0
SIM2260,79.16,0.259,35.17,0
SIM2261,41.1,0.03,41.9,0
SIM2262,61.8,0.458,30.52,0
SIM2263,73.8,0.773,39.07,0
SIM2264,69.47,0.344,33.35,0
SIM2265,78.21,1.437,45.26,0
SIM2266,82.26,0.881,37.85,1
SIM2267,79.91,1.023,41.08,0
SIM2268,69.21,0.85,20.93,0
SIM2269,48.0,1.21,34.44,0
SIM2270,66.08,0.312,37.67,0
SIM2271,77.41,0.03,36.45,0
SIM2272,57.82,0.428,41.25,0
SIM2273,80.21,0.77,32.62,0
SIM2274,83.81,0.632,35.32,0
SIM2275,73.65,0.674,42.68,0
SIM2276,40.0,1.029,20.19,0
SIM2277,55.38,0.71,38.83,0
SIM2278,96.52,0.852,32.83,0
SIM2279,64.9,0.261,29.07,0
SIM2280,46.21,0.208,37.19,0
SIM2281,88.06,1.129,42.98,0
SIM2282,72.17,0.614,41.75,0
SIM2283,86.36,0.368,34.12,0
SIM2284,75.6,0.369,40.69,0
SIM2285,77.96,0.359,40.64,0
SIM2286,76.72,0.339,34.43,0
SIM2287,81.07,0.144,30.49,0
SIM2288,101.61,0.07,30.87,0
SIM2289,84.62,0.514,40.45,0
SIM2290,51.46,0.378,34.73,0
SIM2291,77.81,0.956,28.2,0
SIM2292,86.84,0.68,24.05,0
SIM2293,87.64,0.67,40.41,0
SIM2294,66.45,0.327,31.45,0
SIM2295,87.14,0.539,37.15,0
SIM2296,84.06,0.703,43.06,0
SIM2297,105.44,0.824,26.49,0
SIM2298,62.25,0.548,34.71,0
SIM2299,65.4,0.947,33.89,0
SIM2300,68.02,0.583,37.47,0
SIM2301,65.63,0.85,43.05,0
SIM2302,60.43,0.413,26.36,0
SIM2303,40.0,0.03,38.7,0
SIM2304,66.35,0.671,41.7,1
SIM2305,76.8,0.827,33.79,0
SIM2306,65.59,0.776,34.11,0
SIM2307,97.16,0.724,37.72,1
SIM2308,72.17,0.461,37.24,1
SIM2309,88.78,0.306,38.79,0
SIM2310,75.4,0.768,38.65,0
SIM2311,82.74,0.725,28.62,0
SIM2312,75.63,0.389,41.44,0
SIM2313,89.79,0.957,42.58,0
SIM2314,72.73,0.28,36.21,0
SIM2315,78.45,0.382,25.29,0
SIM2316,76.76,1.136,34.25,1
SIM2317,68.25,0.875,36.26,0
SIM2318,77.26,0.458,27.56,0
SIM2319,101.05,0.678,32.66,0
SIM2320,68.48,0.633,25.84,0
SIM2321,77.45,0.03,38.95,0
SIM2322,88.35,0.272,36.08,0
SIM2323,86.82,0.563,24.3,0
SIM2324,72.15,0.459,37.28,0
SIM2325,41.02,0.664,34.63,0
SIM2326,78.72,0.964,38.36,0
SIM2327,43.15,0.471,32.46,0
SIM2328,91.11,0.22,29.79,0
SIM2329,74.2,0.69,29.99,0
SIM2330,85.0,0.469,31.5,0
SIM2331,60.27,0.527,35.12,0
SIM2332,51.82,0.481,35.96,0
SIM2333,75.39,1.342,33.76,0
SIM2334,71.56,0.03,32.25,0
SIM2335,65.61,0.448,32.72,0
SIM2336,73.1,0.579,51.3,0
SIM2337,107.98,0.314,29.99,1
SIM2338,82.85,0.886,31.37,0
SIM2339,85.64,0.857,56.0,1
SIM2340,82.97,0.564,37.74,0
SIM2341,91.23,0.488,26.03,0
SIM2342,69.53,0.542,40.48,1
SIM2343,45.29,0.544,29.08,0
SIM2344,69.55,0.553,40.91,0
SIM2345,82.55,0.516,33.63,0
SIM2346,59.39,0.666,32.14,0
SIM2347,69.71,0.836,45.46,0
SIM2348,63.01,0.162,38.68,0
SIM2349,91.53,0.223,41.32,0
SIM2350,81.74,0.03,37.83,0
SIM2351,80.47,0.875,32.11,0
SIM2352,80.08,0.665,38.97,0
SIM2353,71.52,0.752,42.86,0
SIM2354,74.57,0.094,35.88,0
SIM2355,56.59,1.187,46.71,0
SIM2356,43.58,0.373,40.53,0
SIM2357,73.95,0.637,36.38,0
SIM2358,76.21,0.87,36.63,0
SIM2359,87.72,0.244,35.89,1
SIM2360,92.43,0.394,26.87,0
SIM2361,92.41,0.641,34.41,0
SIM2362,59.03,1.552,36.44,0
SIM2363,67.42,0.682,32.3,0
SIM2364,78.24,1.126,37.19,0
SIM2365,104.91,0.99,35.14,1
SIM2366,91.24,0.705,40.03,0
SIM2367,86.55,0.244,39.31,0
SIM2368,66.96,0.94,36.09,0
SIM2369,60.52,0.071,26.11,0
SIM2370,82.26,1.124,46.64,0
SIM2371,57.69,0.648,34.08,0
SIM2372,68.9,0.03,34.47,0
SIM2373,70.51,0.464,32.77,0
SIM2374,92.71,0.802,31.83,0
SIM2375,67.39,0.499,45.04,0
SIM2376,40.29,0.823,44.01,0
SIM2377,78.56,0.291,37.89,0
SIM2378,62.91,0.136,34.3,0
SIM2379,72.55,0.556,39.02,0
SIM2380,70.87,0.591,35.48,0
SIM2381,68.44,0.462,33.76,0
SIM2382,82.27,0.997,37.2,0
SIM2383,52.07,0.291,32.13,0
SIM2384,65.28,0.686,36.64,0
SIM2385,80.89,0.603,36.33,0
SIM2386,64.02,0.051,38.92,0
SIM2387,51.09,0.132,30.98,0
SIM2388,80.69,0.584,39.62,0
SIM2389,86.6,1.254,29.11,1
SIM2390,71.42,0.777,31.28,0
SIM2391,46.51,0.03,31.56,0
SIM2392,81.18,0.03,28.03,0
SIM2393,50.42,0.829,41.6,0
SIM2394,76.01,0.547,28.7,0
SIM2395,60.46,0.968,30.46,0
SIM2396,56.92,0.281,43.16,0
SIM2397,66.26,0.699,31.29,0
SIM2398,69.62,0.868,33.78,0
SIM2399,63.63,0.428,28.42,0
SIM2400,79.65,0.435,40.41,0
